chr	start	stop	num	list	COAD	LUAD	BRCAc	PRAD	SKCM	HIGI	SCC	DLBL	MESO	OVCA	SCLC	healthy	clusterID	distinct	num_distinct
1	2125186	2125308	1	9	0	0	0	0	0	0	0	0	1	0	0	0	47	{'9'}	1
1	2254199	2254335	1	12	0	0	0	0	0	0	0	0	0	0	0	1	48	{'12'}	1
1	2310004	2310014	1	1	1	0	0	0	0	0	0	0	0	0	0	0	49	{'1'}	1
1	2359409	2359460	1	9	0	0	0	0	0	0	0	0	1	0	0	0	50	{'9'}	1
1	2360230	2360364	1	7	0	0	0	0	0	0	1	0	0	0	0	0	51	{'7'}	1
1	2365445	2365495	1	5	0	0	0	0	1	0	0	0	0	0	0	0	52	{'5'}	1
1	2391386	2391406	1	7	0	0	0	0	0	0	1	0	0	0	0	0	53	{'7'}	1
1	2460822	2460893	1	4	0	0	0	1	0	0	0	0	0	0	0	0	54	{'4'}	1
1	2460918	2460973	1	4	0	0	0	1	0	0	0	0	0	0	0	0	55	{'4'}	1
1	2461447	2461527	1	4	0	0	0	1	0	0	0	0	0	0	0	0	56	{'4'}	1
1	2491228	2491381	3	4,5,5	0	0	0	1	2	0	0	0	0	0	0	0	57	{'4', '5'}	2
1	2930821	2930911	1	5	0	0	0	0	1	0	0	0	0	0	0	0	58	{'5'}	1
1	2979695	2979784	1	12	0	0	0	0	0	0	0	0	0	0	0	1	59	{'12'}	1
1	2987686	2987803	1	2	0	1	0	0	0	0	0	0	0	0	0	0	60	{'2'}	1
1	2995584	2995646	1	2	0	1	0	0	0	0	0	0	0	0	0	0	61	{'2'}	1
1	3042077	3042167	1	5	0	0	0	0	1	0	0	0	0	0	0	0	62	{'5'}	1
1	3051475	3051595	1	2	0	1	0	0	0	0	0	0	0	0	0	0	63	{'2'}	1
1	3103030	3103071	1	9	0	0	0	0	0	0	0	0	1	0	0	0	64	{'9'}	1
1	3155231	3155442	1	2	0	1	0	0	0	0	0	0	0	0	0	0	65	{'2'}	1
1	3164511	3164573	1	2	0	1	0	0	0	0	0	0	0	0	0	0	66	{'2'}	1
1	3200471	3200524	1	5	0	0	0	0	1	0	0	0	0	0	0	0	67	{'5'}	1
1	3210411	3210462	1	2	0	1	0	0	0	0	0	0	0	0	0	0	68	{'2'}	1
1	3310149	3310241	1	2	0	1	0	0	0	0	0	0	0	0	0	0	69	{'2'}	1
1	3310550	3310672	1	2	0	1	0	0	0	0	0	0	0	0	0	0	70	{'2'}	1
1	3326855	3326921	1	12	0	0	0	0	0	0	0	0	0	0	0	1	71	{'12'}	1
1	3328737	3328799	1	5	0	0	0	0	1	0	0	0	0	0	0	0	72	{'5'}	1
1	3331988	3332065	1	10	0	0	0	0	0	0	0	0	0	1	0	0	73	{'10'}	1
1	3390011	3390138	1	7	0	0	0	0	0	0	1	0	0	0	0	0	74	{'7'}	1
1	3412562	3412606	1	12	0	0	0	0	0	0	0	0	0	0	0	1	75	{'12'}	1
1	3420737	3420795	3	6,9,9	0	0	0	0	0	1	0	0	2	0	0	0	76	{'9', '6'}	2
1	3492691	3492742	1	5	0	0	0	0	1	0	0	0	0	0	0	0	77	{'5'}	1
1	3567492	3567720	1	11	0	0	0	0	0	0	0	0	0	0	1	0	78	{'11'}	1
1	3607065	3607144	1	7	0	0	0	0	0	0	1	0	0	0	0	0	79	{'7'}	1
1	3607372	3607445	1	7	0	0	0	0	0	0	1	0	0	0	0	0	80	{'7'}	1
1	3615561	3615716	1	7	0	0	0	0	0	0	1	0	0	0	0	0	81	{'7'}	1
1	3623924	3623925	1	7	0	0	0	0	0	0	1	0	0	0	0	0	82	{'7'}	1
1	3663623	3663776	1	1	1	0	0	0	0	0	0	0	0	0	0	0	83	{'1'}	1
1	3697631	3697704	1	4	0	0	0	1	0	0	0	0	0	0	0	0	84	{'4'}	1
1	4714566	4715193	1	6	0	0	0	0	0	1	0	0	0	0	0	0	85	{'6'}	1
1	5586216	5586278	1	5	0	0	0	0	1	0	0	0	0	0	0	0	86	{'5'}	1
1	6266099	6266515	1	5	0	0	0	0	1	0	0	0	0	0	0	0	87	{'5'}	1
1	6266853	6266904	1	5	0	0	0	0	1	0	0	0	0	0	0	0	88	{'5'}	1
1	6360560	6360776	3	6,7,7	0	0	0	0	0	1	2	0	0	0	0	0	89	{'7', '6'}	2
1	6410371	6410451	1	7	0	0	0	0	0	0	1	0	0	0	0	0	90	{'7'}	1
1	6480494	6480592	1	3	0	0	1	0	0	0	0	0	0	0	0	0	91	{'3'}	1
1	6480652	6480761	1	3	0	0	1	0	0	0	0	0	0	0	0	0	92	{'3'}	1
1	6480823	6480930	1	3	0	0	1	0	0	0	0	0	0	0	0	0	93	{'3'}	1
1	6500894	6500965	1	3	0	0	1	0	0	0	0	0	0	0	0	0	94	{'3'}	1
1	6507219	6507464	1	3	0	0	1	0	0	0	0	0	0	0	0	0	95	{'3'}	1
1	6508132	6508261	1	3	0	0	1	0	0	0	0	0	0	0	0	0	96	{'3'}	1
1	6508696	6508899	1	3	0	0	1	0	0	0	0	0	0	0	0	0	97	{'3'}	1
1	6509009	6509219	1	3	0	0	1	0	0	0	0	0	0	0	0	0	98	{'3'}	1
1	6533322	6533505	1	11	0	0	0	0	0	0	0	0	0	0	1	0	99	{'11'}	1
1	7022169	7022251	1	3	0	0	1	0	0	0	0	0	0	0	0	0	100	{'3'}	1
1	7844476	7844638	1	1	1	0	0	0	0	0	0	0	0	0	0	0	101	{'1'}	1
1	9445118	9445182	1	4	0	0	0	1	0	0	0	0	0	0	0	0	102	{'4'}	1
1	10533574	10533627	1	10	0	0	0	0	0	0	0	0	0	1	0	0	103	{'10'}	1
1	10695965	10696019	3	3,7,3	0	0	2	0	0	0	1	0	0	0	0	0	104	{'7', '3'}	2
1	10696222	10696233	1	4	0	0	0	1	0	0	0	0	0	0	0	0	105	{'4'}	1
1	10702634	10702683	1	4	0	0	0	1	0	0	0	0	0	0	0	0	106	{'4'}	1
1	10719899	10720027	1	2	0	1	0	0	0	0	0	0	0	0	0	0	107	{'2'}	1
1	10720082	10720123	1	2	0	1	0	0	0	0	0	0	0	0	0	0	108	{'2'}	1
1	10764431	10764685	1	10	0	0	0	0	0	0	0	0	0	1	0	0	109	{'10'}	1
1	10764837	10764894	1	6	0	0	0	0	0	1	0	0	0	0	0	0	110	{'6'}	1
1	10788005	10788078	1	3	0	0	1	0	0	0	0	0	0	0	0	0	111	{'3'}	1
1	10797819	10797851	1	10	0	0	0	0	0	0	0	0	0	1	0	0	112	{'10'}	1
1	10864579	10864636	1	9	0	0	0	0	0	0	0	0	1	0	0	0	113	{'9'}	1
1	10885160	10885209	1	12	0	0	0	0	0	0	0	0	0	0	0	1	114	{'12'}	1
1	10961205	10961317	1	12	0	0	0	0	0	0	0	0	0	0	0	1	115	{'12'}	1
1	12203722	12203857	1	10	0	0	0	0	0	0	0	0	0	1	0	0	116	{'10'}	1
1	12227535	12227619	1	4	0	0	0	1	0	0	0	0	0	0	0	0	117	{'4'}	1
1	12251901	12251953	1	10	0	0	0	0	0	0	0	0	0	1	0	0	118	{'10'}	1
1	12573335	12573385	1	2	0	1	0	0	0	0	0	0	0	0	0	0	119	{'2'}	1
1	14219501	14219564	1	8	0	0	0	0	0	0	0	1	0	0	0	0	120	{'8'}	1
1	15481391	15481440	1	4	0	0	0	1	0	0	0	0	0	0	0	0	121	{'4'}	1
1	16069657	16069739	1	2	0	1	0	0	0	0	0	0	0	0	0	0	122	{'2'}	1
1	16084758	16084831	1	1	1	0	0	0	0	0	0	0	0	0	0	0	123	{'1'}	1
1	16085297	16085516	1	1	1	0	0	0	0	0	0	0	0	0	0	0	124	{'1'}	1
1	16085570	16085757	1	1	1	0	0	0	0	0	0	0	0	0	0	0	125	{'1'}	1
1	16344280	16344343	1	12	0	0	0	0	0	0	0	0	0	0	0	1	126	{'12'}	1
1	16471733	16471783	1	12	0	0	0	0	0	0	0	0	0	0	0	1	127	{'12'}	1
1	16542981	16543075	1	3	0	0	1	0	0	0	0	0	0	0	0	0	128	{'3'}	1
1	16862349	16862405	1	2	0	1	0	0	0	0	0	0	0	0	0	0	129	{'2'}	1
1	17086889	17087075	1	2	0	1	0	0	0	0	0	0	0	0	0	0	130	{'2'}	1
1	17929630	17929697	1	11	0	0	0	0	0	0	0	0	0	0	1	0	131	{'11'}	1
1	18959268	18959410	1	2	0	1	0	0	0	0	0	0	0	0	0	0	132	{'2'}	1
1	18973371	18973451	1	8	0	0	0	0	0	0	0	1	0	0	0	0	133	{'8'}	1
1	19283855	19283908	1	4	0	0	0	1	0	0	0	0	0	0	0	0	134	{'4'}	1
1	19614873	19614925	1	6	0	0	0	0	0	1	0	0	0	0	0	0	135	{'6'}	1
1	20141284	20141338	1	11	0	0	0	0	0	0	0	0	0	0	1	0	136	{'11'}	1
1	20512623	20512944	1	4	0	0	0	1	0	0	0	0	0	0	0	0	137	{'4'}	1
1	21350480	21350548	1	7	0	0	0	0	0	0	1	0	0	0	0	0	138	{'7'}	1
1	21901166	21901293	1	3	0	0	1	0	0	0	0	0	0	0	0	0	139	{'3'}	1
1	21948762	21949169	1	5	0	0	0	0	1	0	0	0	0	0	0	0	140	{'5'}	1
1	22183825	22183889	1	12	0	0	0	0	0	0	0	0	0	0	0	1	141	{'12'}	1
1	22852865	22854400	1	11	0	0	0	0	0	0	0	0	0	0	1	0	142	{'11'}	1
1	22927833	22927891	1	10	0	0	0	0	0	0	0	0	0	1	0	0	143	{'10'}	1
1	23066328	23066380	1	10	0	0	0	0	0	0	0	0	0	1	0	0	144	{'10'}	1
1	23763192	23763245	1	3	0	0	1	0	0	0	0	0	0	0	0	0	145	{'3'}	1
1	24648227	24648551	1	4	0	0	0	1	0	0	0	0	0	0	0	0	146	{'4'}	1
1	24649104	24649174	1	4	0	0	0	1	0	0	0	0	0	0	0	0	147	{'4'}	1
1	25240885	25240939	1	6	0	0	0	0	0	1	0	0	0	0	0	0	148	{'6'}	1
1	25473127	25473205	1	10	0	0	0	0	0	0	0	0	0	1	0	0	149	{'10'}	1
1	26098321	26098347	1	10	0	0	0	0	0	0	0	0	0	1	0	0	150	{'10'}	1
1	26503858	26504020	1	9	0	0	0	0	0	0	0	0	1	0	0	0	151	{'9'}	1
1	27160126	27160211	1	12	0	0	0	0	0	0	0	0	0	0	0	1	152	{'12'}	1
1	27687149	27687313	1	12	0	0	0	0	0	0	0	0	0	0	0	1	153	{'12'}	1
1	27687370	27687575	1	12	0	0	0	0	0	0	0	0	0	0	0	1	154	{'12'}	1
1	27875979	27876106	1	6	0	0	0	0	0	1	0	0	0	0	0	0	155	{'6'}	1
1	27876189	27876190	1	6	0	0	0	0	0	1	0	0	0	0	0	0	156	{'6'}	1
1	27902149	27902347	1	7	0	0	0	0	0	0	1	0	0	0	0	0	157	{'7'}	1
1	27902640	27902704	1	7	0	0	0	0	0	0	1	0	0	0	0	0	158	{'7'}	1
1	28286906	28287019	1	5	0	0	0	0	1	0	0	0	0	0	0	0	159	{'5'}	1
1	29586408	29586474	1	2	0	1	0	0	0	0	0	0	0	0	0	0	160	{'2'}	1
1	29586526	29586617	1	2	0	1	0	0	0	0	0	0	0	0	0	0	161	{'2'}	1
1	31380882	31380915	1	4	0	0	0	1	0	0	0	0	0	0	0	0	162	{'4'}	1
1	32160667	32160756	1	5	0	0	0	0	1	0	0	0	0	0	0	0	163	{'5'}	1
1	32169544	32169612	1	3	0	0	1	0	0	0	0	0	0	0	0	0	164	{'3'}	1
1	32180216	32180330	1	3	0	0	1	0	0	0	0	0	0	0	0	0	165	{'3'}	1
1	32252231	32252305	1	11	0	0	0	0	0	0	0	0	0	0	1	0	166	{'11'}	1
1	32410038	32410120	1	3	0	0	1	0	0	0	0	0	0	0	0	0	167	{'3'}	1
1	32410309	32410416	1	3	0	0	1	0	0	0	0	0	0	0	0	0	168	{'3'}	1
1	33219475	33219845	1	1	1	0	0	0	0	0	0	0	0	0	0	0	169	{'1'}	1
1	33721235	33721297	1	9	0	0	0	0	0	0	0	0	1	0	0	0	170	{'9'}	1
1	33772298	33772438	1	10	0	0	0	0	0	0	0	0	0	1	0	0	171	{'10'}	1
1	33772937	33772953	1	11	0	0	0	0	0	0	0	0	0	0	1	0	172	{'11'}	1
1	33773063	33773068	1	2	0	1	0	0	0	0	0	0	0	0	0	0	173	{'2'}	1
1	33799808	33799861	1	6	0	0	0	0	0	1	0	0	0	0	0	0	174	{'6'}	1
1	35395452	35395699	1	1	1	0	0	0	0	0	0	0	0	0	0	0	175	{'1'}	1
1	36026585	36026623	1	4	0	0	0	1	0	0	0	0	0	0	0	0	176	{'4'}	1
1	36039561	36039623	1	7	0	0	0	0	0	0	1	0	0	0	0	0	177	{'7'}	1
1	36039856	36040019	1	7	0	0	0	0	0	0	1	0	0	0	0	0	178	{'7'}	1
1	36460671	36460726	1	7	0	0	0	0	0	0	1	0	0	0	0	0	179	{'7'}	1
1	36796097	36796098	1	3	0	0	1	0	0	0	0	0	0	0	0	0	180	{'3'}	1
1	36796159	36796180	1	3	0	0	1	0	0	0	0	0	0	0	0	0	181	{'3'}	1
1	36866405	36866478	1	5	0	0	0	0	1	0	0	0	0	0	0	0	182	{'5'}	1
1	37498393	37498513	1	1	1	0	0	0	0	0	0	0	0	0	0	0	183	{'1'}	1
1	37499526	37499741	1	6	0	0	0	0	0	1	0	0	0	0	0	0	184	{'6'}	1
1	37499796	37500069	1	6	0	0	0	0	0	1	0	0	0	0	0	0	185	{'6'}	1
1	38461711	38461793	1	8	0	0	0	0	0	0	0	1	0	0	0	0	186	{'8'}	1
1	38493014	38493085	1	7	0	0	0	0	0	0	1	0	0	0	0	0	187	{'7'}	1
1	38758055	38758102	1	3	0	0	1	0	0	0	0	0	0	0	0	0	188	{'3'}	1
1	39025175	39025293	1	3	0	0	1	0	0	0	0	0	0	0	0	0	189	{'3'}	1
1	39700244	39700297	1	2	0	1	0	0	0	0	0	0	0	0	0	0	190	{'2'}	1
1	39980694	39980737	1	11	0	0	0	0	0	0	0	0	0	0	1	0	191	{'11'}	1
1	40098589	40098964	1	12	0	0	0	0	0	0	0	0	0	0	0	1	192	{'12'}	1
1	40769194	40769439	1	7	0	0	0	0	0	0	1	0	0	0	0	0	193	{'7'}	1
1	40769495	40769509	1	7	0	0	0	0	0	0	1	0	0	0	0	0	194	{'7'}	1
1	40781351	40781444	1	4	0	0	0	1	0	0	0	0	0	0	0	0	195	{'4'}	1
1	41486195	41486196	1	2	0	1	0	0	0	0	0	0	0	0	0	0	196	{'2'}	1
1	41807784	41807866	1	9	0	0	0	0	0	0	0	0	1	0	0	0	197	{'9'}	1
1	41967435	41967512	1	9	0	0	0	0	0	0	0	0	1	0	0	0	198	{'9'}	1
1	43814350	43814462	1	12	0	0	0	0	0	0	0	0	0	0	0	1	199	{'12'}	1
1	43814633	43814729	1	12	0	0	0	0	0	0	0	0	0	0	0	1	200	{'12'}	1
1	44031600	44031640	1	3	0	0	1	0	0	0	0	0	0	0	0	0	201	{'3'}	1
1	44310352	44310416	1	1	1	0	0	0	0	0	0	0	0	0	0	0	202	{'1'}	1
1	44463240	44463345	1	11	0	0	0	0	0	0	0	0	0	0	1	0	203	{'11'}	1
1	44873951	44874036	1	11	0	0	0	0	0	0	0	0	0	0	1	0	204	{'11'}	1
1	45279367	45279638	1	10	0	0	0	0	0	0	0	0	0	1	0	0	205	{'10'}	1
1	45656811	45656822	1	5	0	0	0	0	1	0	0	0	0	0	0	0	206	{'5'}	1
1	46056086	46056138	1	2	0	1	0	0	0	0	0	0	0	0	0	0	207	{'2'}	1
1	46751559	46751699	1	11	0	0	0	0	0	0	0	0	0	0	1	0	208	{'11'}	1
1	46797593	46797716	1	10	0	0	0	0	0	0	0	0	0	1	0	0	209	{'10'}	1
1	46957036	46957098	1	11	0	0	0	0	0	0	0	0	0	0	1	0	210	{'11'}	1
1	47078804	47078915	3	7,4,7	0	0	0	1	0	0	2	0	0	0	0	0	211	{'7', '4'}	2
1	47694518	47694584	1	12	0	0	0	0	0	0	0	0	0	0	0	1	212	{'12'}	1
1	47904910	47905011	1	11	0	0	0	0	0	0	0	0	0	0	1	0	213	{'11'}	1
1	47905067	47905136	1	11	0	0	0	0	0	0	0	0	0	0	1	0	214	{'11'}	1
1	50884999	50885069	1	11	0	0	0	0	0	0	0	0	0	0	1	0	215	{'11'}	1
1	50885125	50885146	1	11	0	0	0	0	0	0	0	0	0	0	1	0	216	{'11'}	1
1	50885234	50885309	1	11	0	0	0	0	0	0	0	0	0	0	1	0	217	{'11'}	1
1	51763250	51763332	1	3	0	0	1	0	0	0	0	0	0	0	0	0	218	{'3'}	1
1	55462823	55462908	1	11	0	0	0	0	0	0	0	0	0	0	1	0	219	{'11'}	1
1	57889629	57889757	1	1	1	0	0	0	0	0	0	0	0	0	0	0	220	{'1'}	1
1	57889808	57889921	1	1	1	0	0	0	0	0	0	0	0	0	0	0	221	{'1'}	1
1	59043108	59043209	1	9	0	0	0	0	0	0	0	0	1	0	0	0	222	{'9'}	1
1	59280065	59280241	1	9	0	0	0	0	0	0	0	0	1	0	0	0	223	{'9'}	1
1	59280256	59280457	1	9	0	0	0	0	0	0	0	0	1	0	0	0	224	{'9'}	1
1	59612609	59612719	1	4	0	0	0	1	0	0	0	0	0	0	0	0	225	{'4'}	1
1	60539281	60539407	1	11	0	0	0	0	0	0	0	0	0	0	1	0	226	{'11'}	1
1	62660692	62660926	1	10	0	0	0	0	0	0	0	0	0	1	0	0	227	{'10'}	1
1	63785392	63785594	1	11	0	0	0	0	0	0	0	0	0	0	1	0	228	{'11'}	1
1	63786014	63786078	1	12	0	0	0	0	0	0	0	0	0	0	0	1	229	{'12'}	1
1	64937150	64937219	1	4	0	0	0	1	0	0	0	0	0	0	0	0	230	{'4'}	1
1	72383329	72383379	1	10	0	0	0	0	0	0	0	0	0	1	0	0	231	{'10'}	1
1	79472415	79472460	1	12	0	0	0	0	0	0	0	0	0	0	0	1	232	{'12'}	1
1	86081921	86081931	1	12	0	0	0	0	0	0	0	0	0	0	0	1	233	{'12'}	1
1	87598268	87598373	1	12	0	0	0	0	0	0	0	0	0	0	0	1	234	{'12'}	1
1	89132189	89132247	1	7	0	0	0	0	0	0	1	0	0	0	0	0	235	{'7'}	1
1	89594016	89594103	1	7	0	0	0	0	0	0	1	0	0	0	0	0	236	{'7'}	1
1	90074642	90074788	1	7	0	0	0	0	0	0	1	0	0	0	0	0	237	{'7'}	1
1	91185247	91185248	1	12	0	0	0	0	0	0	0	0	0	0	0	1	238	{'12'}	1
1	92414782	92414832	1	2	0	1	0	0	0	0	0	0	0	0	0	0	239	{'2'}	1
1	100231318	100231375	1	7	0	0	0	0	0	0	1	0	0	0	0	0	240	{'7'}	1
1	109816227	109816318	1	2	0	1	0	0	0	0	0	0	0	0	0	0	241	{'2'}	1
1	110610452	110610543	1	12	0	0	0	0	0	0	0	0	0	0	0	1	242	{'12'}	1
1	110693665	110693741	1	1	1	0	0	0	0	0	0	0	0	0	0	0	243	{'1'}	1
1	111746817	111746964	1	5	0	0	0	0	1	0	0	0	0	0	0	0	244	{'5'}	1
1	111747149	111747250	1	5	0	0	0	0	1	0	0	0	0	0	0	0	245	{'5'}	1
1	111813740	111813787	1	12	0	0	0	0	0	0	0	0	0	0	0	1	246	{'12'}	1
1	112933251	112933310	1	12	0	0	0	0	0	0	0	0	0	0	0	1	247	{'12'}	1
1	113256967	113257104	1	5	0	0	0	0	1	0	0	0	0	0	0	0	248	{'5'}	1
1	116915345	116915363	1	5	0	0	0	0	1	0	0	0	0	0	0	0	249	{'5'}	1
1	117453009	117453115	1	8	0	0	0	0	0	0	0	1	0	0	0	0	250	{'8'}	1
1	119527758	119527811	1	12	0	0	0	0	0	0	0	0	0	0	0	1	251	{'12'}	1
1	119529361	119529415	1	12	0	0	0	0	0	0	0	0	0	0	0	1	252	{'12'}	1
1	119532785	119532900	1	12	0	0	0	0	0	0	0	0	0	0	0	1	253	{'12'}	1
1	119532926	119532977	1	12	0	0	0	0	0	0	0	0	0	0	0	1	254	{'12'}	1
1	119535683	119535725	1	12	0	0	0	0	0	0	0	0	0	0	0	1	255	{'12'}	1
1	121260892	121260966	1	1	1	0	0	0	0	0	0	0	0	0	0	0	256	{'1'}	1
1	145514980	145515030	1	9	0	0	0	0	0	0	0	0	1	0	0	0	257	{'9'}	1
1	147782224	147782431	1	2	0	1	0	0	0	0	0	0	0	0	0	0	258	{'2'}	1
1	149718651	149718719	1	2	0	1	0	0	0	0	0	0	0	0	0	0	259	{'2'}	1
1	150254935	150255000	1	1	1	0	0	0	0	0	0	0	0	0	0	0	260	{'1'}	1
1	151105987	151106062	1	9	0	0	0	0	0	0	0	0	1	0	0	0	261	{'9'}	1
1	151137619	151137708	1	12	0	0	0	0	0	0	0	0	0	0	0	1	262	{'12'}	1
1	151741952	151742072	1	2	0	1	0	0	0	0	0	0	0	0	0	0	263	{'2'}	1
1	151810525	151810665	1	2	0	1	0	0	0	0	0	0	0	0	0	0	264	{'2'}	1
1	151810672	151810816	2	2,6	0	1	0	0	0	1	0	0	0	0	0	0	265	{'6', '2'}	2
1	151810908	151811381	8	2,6,2,6,9,2,6,2	0	4	0	0	0	3	0	0	1	0	0	0	266	{'9', '6', '2'}	3
1	153233591	153233707	1	1	1	0	0	0	0	0	0	0	0	0	0	0	267	{'1'}	1
1	153547482	153547719	1	7	0	0	0	0	0	0	1	0	0	0	0	0	268	{'7'}	1
1	153547758	153547807	1	7	0	0	0	0	0	0	1	0	0	0	0	0	269	{'7'}	1
1	153670560	153670655	2	9,10	0	0	0	0	0	0	0	0	1	1	0	0	270	{'9', '10'}	2
1	154298115	154298370	1	1	1	0	0	0	0	0	0	0	0	0	0	0	271	{'1'}	1
1	154401741	154401888	1	5	0	0	0	0	1	0	0	0	0	0	0	0	272	{'5'}	1
1	155043692	155043805	1	3	0	0	1	0	0	0	0	0	0	0	0	0	273	{'3'}	1
1	155098788	155098859	1	8	0	0	0	0	0	0	0	1	0	0	0	0	274	{'8'}	1
1	155161169	155161227	1	6	0	0	0	0	0	1	0	0	0	0	0	0	275	{'6'}	1
1	155161653	155161795	4	2,3,2,3	0	2	2	0	0	0	0	0	0	0	0	0	276	{'3', '2'}	2
1	155295181	155295271	1	5	0	0	0	0	1	0	0	0	0	0	0	0	277	{'5'}	1
1	155578391	155578450	1	6	0	0	0	0	0	1	0	0	0	0	0	0	278	{'6'}	1
1	156215369	156215457	1	3	0	0	1	0	0	0	0	0	0	0	0	0	279	{'3'}	1
1	156358452	156358459	1	11	0	0	0	0	0	0	0	0	0	0	1	0	280	{'11'}	1
1	156616725	156616780	1	2	0	1	0	0	0	0	0	0	0	0	0	0	281	{'2'}	1
1	156714789	156714790	1	12	0	0	0	0	0	0	0	0	0	0	0	1	282	{'12'}	1
1	156786618	156786673	1	10	0	0	0	0	0	0	0	0	0	1	0	0	283	{'10'}	1
1	156863603	156863672	1	12	0	0	0	0	0	0	0	0	0	0	0	1	284	{'12'}	1
1	156877842	156878083	1	9	0	0	0	0	0	0	0	0	1	0	0	0	285	{'9'}	1
